10	0	22785	0.500000	1870958.375000	
10	1	22785.000000	0.500000	1978708.375000	
10	2	22785.000000	0.500000	1676735.375000	
10	3	22785.000000	0.500000	1100565.625000	
10	4	22785.000000	0.500000	1523838.125000	
10	5	22785.000000	0.500000	1545492.000000	
10	6	22785.000000	0.500000	1250695.625000	
10	7	22785.000000	0.500000	1239857.500000	
10	8	22785.000000	0.500000	2169931.500000	
10	9	22785.000000	0.500000	1932523.500000	
10	10	22785.000000	0.500000	1647579.000000	
10	11	22785.000000	0.500000	1784373.000000	
10	12	22785.000000	0.500000	1721477.000000	
10	13	22785.000000	0.500000	1068463.875000	
10	14	22785.000000	0.500000	1389881.000000	
10	15	22785.000000	0.500000	1179746.875000	
10	16	22785.000000	0.500000	984248.000000	
10	17	22785.000000	0.500000	1648564.125000	
10	18	22785.000000	0.500000	861031.375000	
10	19	22785.000000	0.500000	2010994.250000	
10	20	22785.000000	0.500000	1745412.625000	
10	21	22785.000000	0.500000	2004313.625000	
10	22	22785.000000	0.500000	1987843.875000	
10	23	22785.000000	0.500000	2101973.500000	
10	24	22785.000000	0.500000	1574825.375000	
10	25	22785.000000	0.500000	1784424.500000	
10	26	22785.000000	0.500000	2045300.375000	
10	27	22785.000000	0.500000	1584430.375000	
10	28	22785.000000	0.500000	1620910.375000	
10	29	22785.000000	0.500000	900126.625000	
10	30	22785.000000	0.500000	1213862.125000	
10	31	22785.000000	0.500000	827199.125000	
10	32	22785.000000	0.500000	696678.750000	
10	33	22785.000000	0.500000	673468.812500	
10	34	22785.000000	0.500000	580761.687500	
10	35	22785.000000	0.500000	870402.062500	
10	36	22785.000000	0.500000	1207845.250000	
10	37	22785.000000	0.500000	570111.375000	

40	0	23558.000000	0.500000	1839746.250000	
40	1	23558.000000	0.500000	863349.375000	
40	2	23558.000000	0.500000	1442651.750000	
40	3	23558.000000	0.500000	1693552.875000	
40	4	23558.000000	0.500000	1675219.000000	
40	5	23558.000000	0.500000	1830934.625000	
40	6	23558.000000	0.500000	1709922.750000	
40	7	23558.000000	0.500000	861336.125000	
40	8	23558.000000	0.500000	844230.812500	
40	9	23558.000000	0.500000	579310.750000	
40	10	23558.000000	0.500000	680753.375000	
40	11	23558.000000	0.500000	1861143.750000	
40	12	23558.000000	0.500000	650579.937500	
40	13	23558.000000	0.500000	1991430.750000	
40	14	23558.000000	0.500000	818362.687500	
40	15	23558.000000	0.500000	1503934.250000	
40	16	23558.000000	0.500000	2039787.125000	
40	17	23558.000000	0.500000	821899.437500	
40	18	23558.000000	0.500000	2163264.500000	
40	19	23558.000000	0.500000	2151591.250000	
40	20	23558.000000	0.500000	1745050.750000	
40	21	23558.000000	0.500000	1844926.125000	
40	22	23558.000000	0.500000	1750212.375000	
40	23	23558.000000	0.500000	1724120.000000	
40	24	23558.000000	0.500000	1829255.625000	
40	25	23558.000000	0.500000	1510990.000000	
40	26	23558.000000	0.500000	1481163.500000	
40	27	23558.000000	0.500000	750860.187500	
40	28	23558.000000	0.500000	1903797.250000	
40	29	23558.000000	0.500000	769332.250000	
